1,"来一首大悲咒。	2017/12/30 12:36","读一曲叙事的词。	2017/12/30 12:36","大悲咒大悲咒。	2017/12/30 12:37",{"song": "大悲咒"}
4581,"简介为我唱一首歌，最幸福的人。	2017/10/26 14:35","我是真的好想你，请你放一首歌。	2017/10/26 14:44","我要听刀郎的歌。	2017/11/29 9:52",{"artist": "刀郎"}
4582,"请唱走天涯。	2017/11/10 20:46","请唱走天涯。	2017/11/10 20:47","请唱走天涯。	2017/11/10 20:47",{"song": "走天涯"}
4583,"给我唱一首伤心情歌。	2017/11/9 13:54","我要吃苹果。	2017/11/9 14:02","小苹果。	2017/11/9 14:57",{"song": "小苹果"}
4584,"嘀答。	2017/11/29 6:00","嘀嗒嘀嗒嘀嗒，的西方女孩。	2017/11/29 6:01","丁龙。	2017/11/29 6:06",{"code":"No-music"}
4585,"渔歌子。	2017/12/20 17:20","渔歌子。	2017/12/20 17:21","而是我喜欢。	2017/12/20 17:22",{"song": "我喜欢"}
4586,"我要去张涧西路88号。	2017/11/29 9:51","我要去张謇路88号。	2017/11/29 9:52","我要听远走高飞。	2017/11/29 14:52",{"song": "远走高飞"}
4587,"AM。	2017/11/29 13:28","来一首歌曲梦驼铃。	2017/11/29 13:28","梦驼铃。	2017/11/29 14:25",{"song": "梦驼铃"}
4588,"经典老歌。	2017/11/29 21:15","牡丹之歌。	2017/11/29 21:25","刘和刚。	2017/11/29 21:49",{"artist": "刘和刚"}
4589,"简称霉。	2017/10/26 18:35","滚蛋。	2017/10/26 18:35","音乐。	2017/10/26 18:36",{"code":"RANDOM"}
4590,"打开导航。	2017/10/26 13:52","到朝阳国际建材。	2017/10/26 13:52","把音乐音乐音量小乐观一点。	2017/10/26 13:57",{"code":"No-music"}
4591,"能不能给我说一个。	2017/12/26 20:58","说啥。	2017/12/26 20:58","爸爸去哪儿。	2017/12/26 20:58",{"code":"No-music"}
4592,"我操你妈逼我要听光明。	2017/11/29 17:29","我要听光明。	2017/11/29 17:29","听信乐团的歌。	2017/11/29 18:05",{"artist": "信乐团"}
4593,"给我唱一首小兔子乖乖。	2017/12/15 13:21","你发的。	2017/12/15 13:24","给我唱一首青花瓷。	2017/12/15 13:24",{"song": "青花瓷"}
4594,"新密的天气怎么样？	2017/12/16 19:08","金立明天的天气。	2017/12/16 19:08","唱一首儿歌爱我你就抱抱我。	2017/12/16 19:09",{"genre": "儿歌", "song": "爱我你就抱抱我"}
4595,"以后当面。	2017/10/26 8:58","卜蜂。	2017/10/26 8:58","我忘了那不一样。	2017/10/26 8:59",{"code":"No-music"}
4596,"我的电话号码是几？	2017/12/7 18:04","给我唱首儿歌吧。	2017/12/7 18:09","你可以给我唱一首小马宝莉的歌吗？	2017/12/7 20:52",{"song": "小马宝莉"}
4597,"你好。	2017/11/29 0:26","我要听欢聚一堂。	2017/11/29 0:26","hello你好。	2017/11/29 0:30",{"code":"No-music"}
4598,"小白兔白又白。	2017/10/26 21:39","我是一个粉刷匠。	2017/10/26 21:39","蜗牛与黄鹂鸟。	2017/10/26 21:40",{"song": "蜗牛与黄鹂鸟"}
4599,"唱个歌曲，踩踩踩。	2017/12/20 7:49","受不了无奈。	2017/12/22 17:01","感觉自己萌萌哒。	2017/12/26 8:55",{"song": "感觉自己萌萌哒"}
4600,"我问你你的家乡在哪里。	2017/11/29 13:11","对口音和和打荷臭。	2017/11/29 13:11","我问你你的家乡在哪里。	2017/11/29 13:12",{"code":"No-music"}
4601,"outta my way歌慢歌。	2017/11/29 17:33","奥特曼，卖咯。	2017/11/29 17:34","慢歌。	2017/11/29 17:38",{"genre": "慢歌"}
4602,"夏蓉。	2017/11/29 8:46","逗子。	2017/11/29 19:28","Believe。	2017/11/29 19:40",{"song": "Believe"}
4603,"你竟然敢骂我	2017/11/29 20:34","误会你妈个逼	2017/11/29 20:34","帮我打开我的世界	2017/11/29 20:34",{"code":"No-music"}
4604,"请给我唱一首。	2017/11/29 18:57","信仰。	2017/11/29 18:57","请给我唱一首行者。	2017/11/29 19:00",{"song": "行者"}
4605,"酷狗音乐下载。	2017/11/29 22:41","浏览器。	2017/11/29 22:41","百度一下。	2017/11/29 22:42",{"code":"No-music"}
4606,"tf boys。	2017/11/14 20:04","修炼手册。	2017/11/14 20:04","当然还有越来越爱。	2017/11/14 20:11",{"song": "越来越爱"}
4607,"哪壶。	2017/12/23 17:35","天鹅湖。	2017/12/23 17:35","唱一个我的妈妈。	2017/12/23 17:46",{"song": "我的妈妈"}
4608,"车件犷。	2017/10/26 11:15","调大音量。	2017/10/26 11:20","高晓松。	2017/10/26 11:21",{"code":"No-music"}
4609,"有那个中年人，在思考的问题可能是怎么样，再多挣一点钱然后让自己？	2017/11/29 23:23","死神说，最孤独的时候大概是发现自己找不到一个可以想念的人。	2017/11/29 23:24","有的时候会想哼一下，当然前提是我很喜欢的歌，放出水的偶像，他说，公主。	2017/11/29 23:24",{"code":"No-music"}
4610,"我要听歌，	2017/10/26 6:05","经典的歌曲，	2017/10/26 6:06","给我放一首曲婉婷的我的歌声里，	2017/10/26 6:07",{"artist": "曲婉婷", "song": "我的歌声里"}
4611,"我想你啦。	2017/12/9 18:20","唱首歌吧。	2017/12/9 18:20","听了。	2017/12/9 18:26",{"code":"No-music"}
4612,"万向路。	2017/10/26 11:49","万向路。	2017/10/26 11:50","赶紧了，你给他那个男孩儿。	2017/10/26 13:56",{"code":"No-music"}
4613,"苦恋。	2017/10/26 13:02","听音乐。	2017/10/26 13:03","放一首至尊宝。	2017/10/26 20:59",{"song": "至尊宝"}
4614,"播放本地音乐。	2017/11/29 7:55","播放本地音乐。	2017/11/29 7:56","S.H.E的歌。	2017/11/29 8:01",{"artist": "S.H.E"}
4615,"找一首红旗飘飘。	2017/10/26 16:53","把音乐声音放大一点。	2017/10/26 17:08","把音乐放到最大。	2017/10/26 17:09",{"code":"RANDOM"}
4616,"是啊。	2017/12/29 12:11","我想了解的是现代人事管理。	2017/12/29 12:11","那你什么时候回来。	2017/12/29 12:11",{"code":"No-music"}
4617,"花开的时候你就来看我。	2017/10/26 20:18","又在梦里遇见你。	2017/11/29 6:24","dj版的禁区老歌。	2017/11/29 8:33",{"genre": "dj","tag": "老歌", "song": "禁区"}
4618,"田卓凯迪。	2017/10/26 17:03","少年中国强。	2017/10/26 17:04","孩子会在哪里。	2017/10/26 17:08",{"code":"No-music"}
4619,"我要听陈瑞的歌。	2017/10/26 21:34","我要听一曲我愿。	2017/10/26 21:36","我要听陈奕迅唱的你情我愿。	2017/10/26 21:41",{"artist": "陈奕迅", "song": "你情我愿"}
4620,"当。	2017/10/26 22:16","当。	2017/10/26 22:16","当。	2017/10/26 22:17",{"code":"No-music"}
4621,"就是这16个海我都还没有。	2017/10/26 10:14","工会活动。	2017/10/26 11:45","就是你不打字人的。	2017/10/26 12:20",{"code":"No-music"}
4622,"取消导航。	2017/10/26 14:26","取消音乐。	2017/10/26 14:26","给我讲唱一首亲爱的你在哪里。	2017/10/26 14:51",{"song": "亲爱的你在哪里"}
4623,"我，我要给你讲故事。	2017/12/31 7:52","我，你好，你要唱个歌给我听听。	2017/12/31 7:53","唱个歌给我听一听。	2017/12/31 7:54",{"code":"RANDOM"}
4624,"你好。	2017/12/22 16:39","谁长得帅呀。	2017/12/22 16:39","甜甜的。	2017/12/22 16:40",{"code":"No-music"}
4625,"启示录v串烧。	2017/10/26 17:52","曾经有个傻瓜。	2017/10/26 17:56","那天我在等风来。	2017/10/26 17:56",{"code":"No-music"}
4626,"左手右手慢动作重复的时间，给我。	2017/10/26 7:48","跟着我左手右手一个慢动作，手有手慢动作从不，着收歌给我快乐，你有没有想我。	2017/10/26 7:49","听宝石的歌。	2017/10/26 7:49",{"song": "宝石"}
4627,"你好。	2017/12/26 20:10","你会唱歌吗？	2017/12/26 20:10","唱歌。	2017/12/26 20:10",{"code":"RANDOM"}
4628,"小伴娘。	2017/11/3 11:06","你为什么叫小笨啊？	2017/11/3 11:06","是因为你很笨啊。	2017/11/3 11:06",{"code":"No-music"}
4629,"听消防员。	2017/11/2 14:03","给我讲个格林童话。	2017/11/2 14:05","听消防员的歌。	2017/11/2 14:05",{"tag ": "消防员的歌"}
4630,"退出导航。	2017/11/29 11:34","播放一点心情愉快的歌。	2017/11/29 11:34","baad的轻音乐。	2017/11/29 11:34",{"artist": "baad","genre": "轻音乐"}
4631,"那你滚吧。	2017/10/26 18:36","你讨厌。	2017/10/26 18:36","那你不知道你惹我讨厌吗？	2017/10/26 18:36",{"code":"No-music"}
4632,"家家。	2017/11/29 17:40","阶段。	2017/11/29 17:40","韩磊。	2017/11/29 17:40",{"code":"No-music"}
4633,"帮我来一首小三听一下。	2017/10/26 7:26","寂寞沙洲冷。	2017/10/26 7:31","阎维文的歌。	2017/10/26 7:33",{"artist": "阎维文"}
4634,"他会发韭菜。	2017/12/17 21:03","番茄炒蛋为什么放韭菜？	2017/12/17 21:04","nice to meet you。	2017/12/17 21:04",{"code":"No-music"}
4635,"嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟。	2017/10/26 4:03","那就在你心中没有亨利六。	2017/10/26 4:04","最远的你是我最近的爱。	2017/10/26 4:30",{"song": "最远的你是我最近的爱"}
4636,"不好玩不好玩。	2017/12/19 18:09","你不好玩。	2017/12/19 18:09","机器。	2017/12/19 18:09",{"code":"No-music"}
4637,"下面喝个奶锅弄一套我们会找我你不如我弄一套房子都是小户型，感受生活，再有不会。	2017/10/26 11:53","林妹妹放。	2017/10/26 11:53","听刹不住。	2017/10/26 11:54",{"song": "刹不住"}
4638,"你叫什么名字。	2017/12/30 12:45","你几岁啦。	2017/12/30 12:45","我叫coco和coco同求。	2017/12/30 12:46",{"code":"No-music"}
4639,"说说。	2017/10/26 11:34","白雪。	2017/10/26 11:34","找刘德华的歌。	2017/10/26 11:35",{"artist": "刘德华"}
4640,"成都。	2017/11/29 11:56","唱成都。	2017/11/29 11:57","最美。	2017/11/29 14:14",{"song": "最美"}
4641,"像我这样的人。	2017/10/26 8:21","帮我点张赫宣的歌。	2017/10/26 8:24","查找张赫宣的歌。	2017/10/26 8:27",{"artist": "张赫宣"}
4642,"唱一首世上只有妈妈好。	2017/12/30 18:52","你恋爱过吗？	2017/12/30 18:55","秋游唱一首小苹果。	2017/12/30 18:55",{"song": "小苹果"}
4643,"是不是不是，哎你好请问你叫什么名字。	2017/11/17 18:45","你好小啊。	2017/11/17 18:45","给我唱一首张学友的歌。	2017/11/17 19:22",{"artist": "张学友"}
4644,"不需要。	2017/11/29 18:46","还问我你还问我干什么呢？	2017/11/29 18:46","对不需要什么都不需要了。	2017/11/29 18:47",{"code":"No-music"}
4645,"楼下那个素菜馆。	2017/10/26 10:59","情人的眼泪。	2017/10/26 13:14","请拨情人的眼泪，太紧张了。	2017/10/26 13:14",{"song": "情人的眼泪"}
4646,"小苹果。	2017/12/21 22:04","讲诗。	2017/12/21 22:07","小苹果。	2017/12/21 22:08",{"song": "小苹果"}
4647,"我的快乐就是你。	2017/11/29 21:05","爱情就像一首歌。	2017/11/29 21:15","去去去去去去。	2017/11/29 21:16",{"code":"No-music"}
4648,"珍惜我的爱人。	2017/10/26 8:26","珍惜我的爱人。	2017/10/26 8:27","珍惜我的爱人。	2017/10/26 8:29",{"code":"No-music"}
4649,"给我放歌给我放首歌。	2017/10/26 18:37","播放伤心太平洋。	2017/10/26 18:38","我想看电影，慢慢的说，我想看电影。	2017/10/26 18:38",{"code":"No-music"}
4650,"好妈妈。	2017/12/28 22:56","我。	2017/12/28 22:58","催眠曲。	2017/12/28 23:00",{"song": "催眠曲"}
4651,"导航去昆明市西山区人民法院。	2017/11/29 16:47","导航至昆明市西山区人民法院。	2017/11/29 16:51","放一首六哲，流行串烧歌曲。	2017/11/29 17:09",{"artist": "六哲", "genre": "流行", "genre": "串烧"}
4652,"你好，来首那个刘德华的歌。	2017/10/26 20:59","来首张学友的歌。	2017/10/26 21:00","倩女幽魂。	2017/10/26 21:06",{"song": "倩女幽魂"}
4653,"亲子音乐。	2017/12/13 19:46","综合教育。	2017/12/13 21:34","音乐，你会唱歌吗？	2017/12/13 21:34",{"code":"RANDOM"}
4654,"中午应该吃什么。	2017/12/13 17:10","你怎么那么会太阳？	2017/12/13 17:10","给我唱首歌听听。	2017/12/13 17:10",{"code":"RANDOM"}
4655,"我不要电子狗。	2017/11/29 11:31","退出电子狗。	2017/11/29 11:32","听个晴歌。	2017/11/29 12:27",{"song": "晴歌"}
4656,"那你去吗，你喜欢不喜欢啊。	2017/11/29 18:41","他现在对你说话就等于对牛弹琴。	2017/11/29 18:42","Leo。	2017/11/29 18:42",{"code":"No-music"}
4657,"多次帮	2017/11/29 17:53","国歌	2017/11/29 17:53","中国歌	2017/11/29 17:55",{"language ": "zh"}
4658,"搜索。	2017/10/26 23:49","打开扣扣音乐。	2017/10/26 23:49","有扣扣音乐。	2017/10/26 23:50",{"code":"No-music"}
4659,"哇塞，我是问你哈。	2017/12/8 18:39","我。	2017/12/8 18:39","我是你。	2017/12/8 18:39",{"code":"No-music"}
4660,"你唱一个小鸡。	2017/12/23 6:32","想些啥了。	2017/12/23 6:32","小鸡小鸡。	2017/12/23 6:33",{"song": "小鸡小鸡"}
4661,"同安西柯路口车站。	2017/10/26 10:42","同安西柯路口车站。	2017/10/26 10:44","给我点一首夜色。	2017/10/26 12:50",{"song": "夜色"}
4662,"爷爷三代我说。	2017/11/29 20:15","有待。	2017/11/29 20:15","刺激的要命的不能要命但是你尽量点。	2017/11/29 20:15",{"code":"No-music"}
4663,"到车水。	2017/10/26 19:22","当局说。	2017/10/26 19:22","S.H.E的说。	2017/10/26 19:23",{"artist": "S.H.E","song": "说"}
4664,"厦门冠捷。	2017/12/31 18:50","我们一起玩嘛。	2017/12/31 18:51","唱歌快点唱歌。	2017/12/31 18:51",{"code":"RANDOM"}
4665,"再见。	2017/10/26 16:58","你可以设置为男声吗？	2017/10/26 16:59","她说不可以因为我是女生。	2017/10/26 16:59",{"code":"No-music"}
4666,"选。	2017/12/31 19:56","弟子规。	2017/12/31 19:56","唱一首。	2017/12/31 19:58",{"code":"RANDOM"}
4667,"汪汪追亡莫追。	2017/12/22 19:41","给我讲讲汪汪对吧。	2017/12/22 19:42","有点甜。	2017/12/22 19:42",{"code":"No-music"}
4668,"儿歌。	2017/10/26 20:35","千年等一回。	2017/10/26 20:36","千年等一回。	2017/10/26 20:37",{"song": "千年等一回"}
4669,"禅理你好。	2017/10/26 18:59","桶豆。	2017/10/26 18:59","放一首都是因为你。	2017/11/29 11:39",{"song": "都是因为你"}
4670,"给我唱个歌。	2017/12/18 20:06","为什么是啊？	2017/12/18 20:08","字母歌。	2017/12/18 20:08",{"song": "字母歌"}
4671,"柴科夫斯基。	2017/10/26 6:18","击打乐。	2017/10/26 6:24","南斯拉夫电影桥主题曲。	2017/10/26 6:35",{"song": "南斯拉夫电影桥主题曲"}
4672,"哎你不让我操怎么讲？	2017/11/29 14:19","你不让我操我就不想跟你说话。	2017/11/29 14:20","你给我放音乐。	2017/11/29 14:20",{"code":"RANDOM"}
4673,"十一，怎么写？	2017/12/23 10:10","为啥你要让我听这个呀？	2017/12/23 10:11","那你怎么知道？	2017/12/23 10:11",{"code":"No-music"}
4674,"唱首儿歌。	2017/11/26 10:53","唱首歌你是风儿我是沙。	2017/11/26 11:11","唱两只老虎。	2017/11/29 17:38",{"song": "两只老虎"}
4675,"我说的你好善良。	2017/12/6 20:40","嗯。	2017/12/6 20:40","你喜欢我吗我好喜欢你。	2017/12/6 20:40",{"code":"No-music"}
4676,"你喜不喜欢我呀。	2017/12/20 16:27","你喜不喜欢我呀。	2017/12/20 16:27","我也喜欢你啊。	2017/12/20 16:27",{"code":"No-music"}
4677,"爱情故事唱民歌。	2017/11/29 14:37","悄悄地离咯。	2017/11/29 16:14","我们来看一取下那个。	2017/11/29 16:16",{"code":"No-music"}
4678,"重阳。	2017/10/26 11:03","然后去了之后吧。	2017/10/26 18:32","你给我做了一下我的职业生涯规划啊，他让我上他让我上肌肉，他说我想了想你还是不能少那个级数和，你还是去金融系吧，她说那个。	2017/10/26 18:32",{"code":"No-music"}
4679,"去陕西富平县。	2017/10/26 13:32","小薇你好。	2017/10/26 14:23","最炫民族风？	2017/10/26 14:23",{"song": "最炫民族风"}
4680,"你够了没。	2017/12/25 19:10","你生气了呀，够了没。	2017/12/25 19:10","数鸭子。	2017/12/25 19:14",{"song": "数鸭子"}
4681,"我在微信上好像有一个人。	2017/12/27 11:05","快播。	2017/12/27 11:05","小苹果。	2017/12/27 11:08",{"song": "小苹果"}
4682,"赵本山是谁。	2017/12/28 22:50","给我唱一首世上只有妈妈好。	2017/12/29 10:43","唱一个。	2017/12/29 10:46",{"code":"RANDOM"}
4683,"那故事来听。	2017/12/27 15:51","小手拍拍。	2017/12/27 15:51","小手拍拍。	2017/12/27 15:52",{"song": "小手拍拍"}
4684,"王帅。	2017/12/31 22:08","说。	2017/12/31 22:09","你俩还不听你的。	2017/12/31 22:09",{"code":"No-music"}
4685,"当前道路继续行驶2.8公里。	2017/10/26 14:41","大壮。	2017/10/26 14:42","110米有电子监控，退出。	2017/10/26 14:42",{"code":"No-music"}
4686,"放一播孙露的歌曲。	2017/10/26 12:35","潘玮柏孙露的歌曲。	2017/10/26 13:22","放一首殇雪。	2017/10/26 13:49",{"song": "殇雪"}
4687,"唱一下周杰伦的白色。	2017/12/31 9:46","唱一下周杰伦的黄金甲。	2017/12/31 9:50","周杰伦的跨时代。	2017/12/31 9:55",{"artist": "周杰伦", "song": "跨时代"}
4688,"原来说。	2017/11/29 20:54","乐文。	2017/11/29 20:55","hello，打开qq游览器。	2017/11/29 20:59",{"code":"No-music"}
4689,"婴儿吧，你把儿子。	2017/11/29 18:42","我这可比以前那堵墙，你看是不是。	2017/11/29 18:43","你组长我会做，比手工节省5.5万五万五万，但是我用其他的。	2017/11/29 18:43",{"code":"No-music"}
4690,"一女人骑，整天听说和已经。	2017/10/26 23:43","我都选择李渊妻问，走，证据。	2017/10/26 23:47","省着女人去滚，要很久啊。	2017/10/26 23:57",{"code":"No-music"}
4691,"我两个我两个搞清楚他妈的我我他妈的饿。	2017/10/26 16:19","我觉得你自己也不好。	2017/10/26 16:19","我真的怕我说句实话我都把你搞给双子我相信我。	2017/10/26 16:19",{"code":"No-music"}
4692,"大白大白。	2017/10/26 9:39","张擎。	2017/10/26 10:49","迪丽热巴。	2017/10/26 10:55",{"code":"No-music"}
4693,"鸭歌。	2017/12/2 10:01","傻丫头。	2017/12/2 10:01","小鸭子。	2017/12/2 10:01",{"song": "小鸭子"}
4694,"那你的朋友叫什么名字。	2017/12/30 14:26","到底是谁快告诉我。	2017/12/30 14:26","给我唱一首红红的螃蟹。	2017/12/30 14:27",{"song": "红红的螃蟹"}
4695,"放一首儿歌。	2017/12/30 23:01","放一首。	2017/12/30 23:02","盐城在哪里。	2017/12/30 23:02",{"code":"No-music"}
4696,"我们不一样。	2017/11/16 16:24","我也听我们不一样。	2017/11/16 16:25","听个刘德华的。	2017/11/16 16:27",{"artist": "刘德华"}
4697,"我看看。	2017/11/10 18:19","播放一首父亲。	2017/11/10 18:19","点一首母亲歌。	2017/11/10 18:30",{"song": "母亲歌"}
4698,"我想听大张伟的我不一样。	2017/11/29 17:30","我想听像我这样的人。	2017/11/29 18:16","我想听high1点的歌。	2017/11/29 18:30",{"tag": "high"}
